,source,target,distancia,volume_perc,volume_m3
174,SAO JOSE DOS CAMPOS,PAULINIA,138.2306814137229,0.0011581108542523964,74230.0
175,SAO JOSE DOS CAMPOS,SAO PAULO,86.042067283617,0.0008933039631136934,57257.0
176,SAO JOSE DOS CAMPOS,SENADOR CANEDO,794.7246657632348,0.0006569544907835095,42108.0
177,SAO JOSE DOS CAMPOS,RIBEIRAO PRETO,299.58327516740155,0.0003842531621902502,24629.0
178,SAO JOSE DOS CAMPOS,JARDINOPOLIS,309.34756368596226,0.0001979850025658482,12690.0
179,SAO JOSE DOS CAMPOS,DUQUE DE CAXIAS,267.805890547691,6.708711670867985e-07,43.0
180,SAO JOSE DOS CAMPOS,EXTREMA,57.98727568565608,0.0,0.0
181,SAO JOSE DOS CAMPOS,CARAGUATATUBA,67.28598852789845,0.0,0.0
182,SAO JOSE DOS CAMPOS,ARUJA,50.11237285616834,0.0,0.0
183,SAO JOSE DOS CAMPOS,JACAREI,14.689093480253923,0.0,0.0
184,GUARULHOS,SAO CAETANO DO SUL,18.930372116037603,0.0,0.0
185,GUARULHOS,UBERABA,436.98351416397094,0.0,0.0
186,GUARULHOS,GUARULHOS,1.0,0.018622322685786223,1193612.0
187,GUARULHOS,PAULINIA,100.07175274823167,0.003529109973632579,226201.0
188,GUARULHOS,SAO PAULO,13.951717112530972,0.0011272195772563066,72250.0
189,GUARULHOS,BARUERI,35.726459865884436,0.0005857485371420177,37544.0
190,GUARULHOS,RIBEIRAO PRETO,285.8969918007409,0.0004135062654062443,26504.0
191,GUARULHOS,JARDINOPOLIS,298.89187376133646,0.0003409429677755304,21853.0
192,UBERABA,UBERLANDIA,99.14809407356347,0.0,0.0
193,UBERABA,PASSOS,175.819447373871,0.0,0.0
194,UBERABA,SAO PAULO,441.8198768780645,0.0,0.0
195,UBERABA,UBERABA,1.0,0.004598041767627577,294715.0
196,UBERABA,PLANURA,90.70195232660205,0.0,0.0
197,UBERABA,NOVA PONTE,72.19283391055866,0.0,0.0
198,UBERABA,DELTA,29.74520591483247,0.0,0.0
199,SANTOS,SANTOS,1.0,0.0,0.0
200,SANTOS,SAO CAETANO DO SUL,43.02941992536957,0.0,0.0
201,SANTOS,SAO PAULO,56.10579799740093,8.760329309749705e-05,5615.0
202,SANTOS,SAO JOSE DO RIO PRETO,468.8142823684586,4.301376296879775e-05,2757.0
203,SANTOS,OURINHOS,376.42753411117206,3.9378577342490216e-05,2524.0
204,SANTOS,JARDINOPOLIS,357.7987692535231,1.5601655048530196e-07,10.0
205,SAO CAETANO DO SUL,SAO PAULO,13.215955134508938,0.038197048404009976,2448269.0
206,SAO CAETANO DO SUL,OURINHOS,345.9985504057641,0.0,0.0
207,SAO CAETANO DO SUL,GUARULHOS,18.930372116037603,0.0,0.0
208,SAO CAETANO DO SUL,SAO CAETANO DO SUL,1.0,0.012150600155105414,778802.0
209,CUBATAO,CUBATAO,1.0,0.012665595186602346,811811.0
210,CUBATAO,SAO CAETANO DO SUL,32.658612725608684,0.0,0.0
211,CUBATAO,SENADOR CANEDO,845.6527538498497,0.0005090039959582977,32625.0
212,CUBATAO,SAO PAULO,45.47276263570937,4.992529615529663e-07,32.0
213,CUBATAO,ARAUCARIA,355.12566029486266,2.4962648077648313e-07,16.0
214,SAO PAULO,OURINHOS,335.6730769072995,0.0,0.0
215,SAO PAULO,GUARULHOS,13.951717112530972,0.009810710735892,628825.0
216,SAO PAULO,PAULINIA,101.03975140294419,0.008261403982952758,529521.0
217,SAO PAULO,CUBATAO,45.47276263570937,0.0029516303136662824,189187.0
218,SAO PAULO,BARUERI,24.605408532743056,0.0010549683127265633,67619.0
219,SAO PAULO,SAO PAULO,1.0,0.0008201634042461839,52569.0
220,SAO PAULO,RIBEIRAO PRETO,289.00514879839284,0.0007811280633147613,50067.0
221,SAO PAULO,PORTO NACIONAL,1438.912573288065,0.0007150082492190904,45829.0
222,SAO PAULO,PRESIDENTE PRUDENTE,511.76448876106036,0.0002360218375741648,15128.0
223,SAO PAULO,BETIM,469.726499386285,0.00014824692627113392,9502.0
224,SAO PAULO,SAO JOSE DOS CAMPOS,86.042067283617,6.234421357392666e-05,3996.0
225,SAO PAULO,BAURU,284.3867225804445,5.544828204247632e-05,3554.0
226,SAO PAULO,JARDINOPOLIS,302.5389657609396,5.28584073044203e-05,3388.0
227,SAO PAULO,FORTALEZA,2368.937908747516,3.735036218618129e-05,2394.0
228,SAO PAULO,SARANDI,534.086863025729,8.315682140866595e-06,533.0
229,SAO PAULO,SANTOS,56.10579799740093,0.0,0.0
230,SAO PAULO,PRAIA GRANDE,57.715321924397145,0.0,0.0
231,SAO PAULO,ARUJA,35.9454240442807,0.0,0.0
232,SAO PAULO,JACAREI,73.52580240052427,0.0,0.0
233,SAO PAULO,JUNDIAI,46.774787985003115,0.0,0.0
234,OURINHOS,SANTO ANTONIO DA PLATINA,41.29436434200196,0.0,0.0
235,OURINHOS,ITAPETININGA,197.9707775133311,0.0,0.0
236,OURINHOS,ASSIS,66.52201184840689,0.0,0.0
237,OURINHOS,SANTA CRUZ DO RIO PARDO,25.623618920483025,0.0,0.0
238,ARAUCARIA,ARAUCARIA,1.0,0.0756744392655964,4850411.0
239,ARAUCARIA,CASCAVEL,413.60180197740584,0.0,0.0
240,ARAUCARIA,LONDRINA,310.28127911811737,0.00023277669332407051,14920.0
241,ARAUCARIA,MARINGA,351.3088724266323,0.00013885472993191875,8900.0
242,ARAUCARIA,GUARAMIRIM,106.07673546168871,0.0,0.0
243,ARAUCARIA,ASSIS CHATEAUBRIAND,434.71791523723573,0.0,0.0
244,ARAUCARIA,CAMPO LARGO,19.380616682002984,0.0,0.0
245,ARAUCARIA,CIANORTE,387.9716868274856,0.0,0.0
246,ARAUCARIA,GUARAPUAVA,207.6682963751902,0.0,0.0
247,ARAUCARIA,IGUATEMI,563.0861052289612,0.0,0.0
248,ARAUCARIA,NOVA ESPERANCA,389.55152982221523,0.0,0.0
249,ARAUCARIA,PINHAIS,26.560059359129777,0.0,0.0
250,ARAUCARIA,PONTA GROSSA,94.26978358287651,0.0,0.0
251,ARAUCARIA,RENASCENCA,362.36710998858416,0.0,0.0
252,ARAUCARIA,SAO MATEUS DO SUL,102.98161304189281,0.0,0.0
253,ARAUCARIA,UMUARAMA,444.35276168649074,0.0,0.0
254,CASCAVEL,ARAUCARIA,413.60180197740584,2.309044947182469e-06,148.0
255,LONDRINA,OURINHOS,137.66658545861904,0.0,0.0
256,LONDRINA,SARANDI,73.81553235069345,0.0,0.0
257,MARINGA,SARANDI,6.407991275056065,0.0,0.0
258,MARINGA,ARAUCARIA,351.3088724266323,0.0005050879805411166,32374.0
259,MARINGA,IPORA,191.9399381229708,0.0,0.0
260,MARINGA,JANDAIA DO SUL,35.617632777308145,0.0,0.0
261,MARINGA,PEABIRU,68.94223163969563,0.0,0.0
262,GUARAMIRIM,ITAJAI,59.13075256132679,0.0001873446738227506,12008.0
263,GUARAMIRIM,GUARAMIRIM,1.0,0.0038595374259054,247380.0
264,GUARAMIRIM,TUBARAO,222.67088329415716,0.00039940236924237304,25600.0
265,GUARAMIRIM,JARAGUA DO SUL,7.073991015298952,0.0002635587587348206,16893.0
266,GUARAMIRIM,BRUSQUE,70.5229901631138,1.7723480135130303e-05,1136.0
267,CIANORTE,CASCAVEL,168.20835590665106,0.0,0.0
268,CIANORTE,ARAUCARIA,387.9716868274856,0.000686691245306008,44014.0
269,GUARAPUAVA,GENERAL CARNEIRO,115.97609771124026,0.0,0.0
270,GUARAPUAVA,CANDOI,61.63589888709601,0.0,0.0
271,IGUATEMI,OURINHOS,485.4317606530808,0.0,0.0
272,PONTA GROSSA,IPIRANGA,42.23919369225349,0.0,0.0
273,PONTA GROSSA,CANDOI,195.8915353452718,0.0,0.0
274,PARANAGUA,ARAUCARIA,88.8420312056951,0.014110620477197213,904431.0
275,PARANAGUA,PAULINIA,337.25522706427483,0.0007861517962403881,50389.0
276,PARANAGUA,MARINGA,416.45569235537636,0.0003719434563569599,23840.0
277,PARANAGUA,SARANDI,410.15731797142803,0.0003561545814478473,22828.0
278,PARANAGUA,RIBEIRAO PRETO,488.71665396168106,0.0002606724525508425,16708.0
279,PARANAGUA,GUARULHOS,305.1217707662135,0.00012763713995202553,8181.0
280,PARANAGUA,CASCAVEL,500.3640250472257,0.0001019880190522419,6537.0
