,source,target,volume_m3,volume_perc,distancia
1050,CONS CAREIRO DA VARZEA,CONS CANUTAMA,,,644.1528457778978
1051,CONS CHOROZINHO,CONS SOLONOPOLE,,,168.8456831897369
1052,CONS SOLONOPOLE,CONS QUIXELO,,,62.31287526176564
1053,CONS SOLONOPOLE,CONS PEREIRO,,,70.13700319159278
1054,CONS SOLONOPOLE,CONS SENADOR POMPEU,,,42.5982366481709
1055,CONS CAMBUQUIRA,CONS CAXAMBU,,,39.28816350526807
1056,CONS CAMBUQUIRA,CONS CRUZILIA,,,49.86391393603723
1057,CONS CAMBUQUIRA,CONS POUSO ALTO,,,50.02530147856623
1058,CONS CAMBUQUIRA,CONS DELFIM MOREIRA,,,72.24016171541602
1059,CONS CAMBUQUIRA,CONS ITAMONTE,,,64.75984006368891
1060,CONS CAMBUQUIRA,CONS TRES CORACOES,,,18.436211445959135
1061,CONS CARAZINHO,CONS PASSO FUNDO,,,37.86218894037288
1062,CONS CARAZINHO,CONS PALMEIRA DAS MISSOES,,,67.32585235194033
1063,CONS CARAZINHO,CONS IBIRUBA,,,47.526549522146865
1064,CONS CARAZINHO,CONS CANOAS,,,238.15856258487204
1065,CONS ERECHIM,CONS CONCORDIA,,,50.8478659884833
1066,CONS ERECHIM,CONS CHAPECO,,,68.67473182788916
1067,CONS ERECHIM,CONS PASSO FUNDO,,,70.41839210261418
1068,CONS ERECHIM,CONS BARAO DE COTEGIPE,,,10.984399514462185
1069,CONS TAPURAH,CONS LUCAS DO RIO VERDE,,,77.84872775353315
1070,CONS ARAPORA,CONS NOVA PONTE,,,177.19774141374975
1071,CONS ARAPORA,CONS ITUIUTABA,,,67.00874978665047
1072,CONS ARAPORA,CONS CORUMBAIBA,,,73.37609435095318
1073,CONS ARAPORA,CONS ITUMBIARA,,,4.402497734278084
1074,CONS ARAPORA,CONS FRONTEIRA,,,204.503639708078
1075,CONS SAO FIDELIS,CONS CAMPOS DOS GOYTACAZES,,,46.780065730752106
1076,CONS SAO FIDELIS,CONS SANTO ANTONIO DE PADUA,,,45.95339845919987
1077,CONS SAO FIDELIS,CONS PATROCINIO DO MURIAE,,,73.028479913542
1078,CONS SAO FIDELIS,CONS SAO JOAO DA BARRA,,,73.54993964866749
1079,CONS CAMPOS DOS GOYTACAZES,CONS SAO JOAO DA BARRA,,,31.450936358504592
1080,CONS CAMPOS DOS GOYTACAZES,CONS RIO DE JANEIRO,,,232.0450252679611
1081,CONS PORTO XAVIER,CONS SANTO ANGELO,,,95.91189491447575
1082,CONS PORTO XAVIER,CONS SANTO CRISTO,,,47.65909963390362
1083,CONS FLORIANO,CONS DIRCEU ARCOVERDE,,,292.7787991934937
1084,CONS FLORIANO,CONS BARAO DE GRAJAU,,,3.0314451617297187
1085,CONS FLORIANO,CONS FRONTEIRAS,,,268.1911568016179
1086,CONS ITAJUBA,CONS CAXAMBU,,,73.66466955451124
1087,CONS ITAJUBA,CONS POUSO ALTO,,,55.86912281655762
1088,CONS ITAJUBA,CONS DELFIM MOREIRA,,,20.63313719412371
1089,CONS ITAJUBA,CONS POUSO ALEGRE,,,53.88008286290925
1090,CONS ITAJUBA,CONS ITAMONTE,,,62.72667252907614
1091,CONS BOM JESUS DO ITABAPOANA,CONS SANTO ANTONIO DE PADUA,,,68.06068359427906
1092,CONS BOM JESUS DO ITABAPOANA,CONS CACHOEIRO DE ITAPEMIRIM,,,67.17037458560671
1093,CONS BOM JESUS DO ITABAPOANA,CONS PATROCINIO DO MURIAE,,,55.004865847475735
1094,CONS BOM JESUS DO ITABAPOANA,CONS MIMOSO DO SUL,,,34.49826443842169
1095,CONS ARACRUZ,CONS SERRA,,,33.62610686839989
1096,CONS ARACRUZ,CONS JOAO NEIVA,,,13.397314658559905
1097,CONS ARACRUZ,CONS COLATINA,,,47.46205832062972
1098,CONS ARACRUZ,CONS VITORIA,,,55.228092217739224
1099,CONS GUARAPARI,CONS SERRA,,,65.32824363349894
1100,CONS GUARAPARI,CONS CACHOEIRO DE ITAPEMIRIM,,,66.19943928396597
1101,CONS GUARAPARI,CONS MARATAIZES,,,52.86777823096853
1102,CONS GUARAPARI,CONS VITORIA,,,45.12719515610116
1103,CONS SOROCABA,CONS JUQUIA,,,92.62579940162611
1104,CONS SOROCABA,CONS BARUERI,,,57.73427720281076
1105,CONS SOROCABA,CONS ITAPETININGA,,,62.32943365736952
1106,CONS SOROCABA,CONS TIETE,,,51.16157250257678
1107,CONS SOROCABA,CONS SALTO,,,36.51907979089662
1108,CONS SOROCABA,CONS JUNDIAI,,,65.78771858463548
1109,CONS VILHENA,CONS PIMENTEIRAS DO OESTE,,,126.84733807747476
1110,CONS NOVA PETROPOLIS,CONS GRAVATAI,,,64.2470081594513
1111,CONS NOVA PETROPOLIS,CONS CAXIAS DO SUL,,,24.331161887645866
1112,CONS NOVA PETROPOLIS,CONS SAO FRANCISCO DE PAULA,,,51.94312440047896
1113,CONS NOVA PETROPOLIS,CONS NOVO HAMBURGO,,,34.897964048510325
1114,CONS NOVA PETROPOLIS,CONS ENCANTADO,,,74.98372800121118
1115,CONS NOVA PETROPOLIS,CONS PORTO ALEGRE,,,73.68126809366962
1116,CONS NOVA PETROPOLIS,CONS CANOAS,,,60.3046034810997
1117,CONS LUZIANIA,CONS GOIANIA,,,148.20089832886762
1118,CONS LUZIANIA,CONS BRASILIA,,,52.695481796079136
1119,CONS LUZIANIA,CONS CRISTALINA,,,67.5592381388205
1120,CONS ALMAS,CONS PEIXE,,,156.46074908446167
1121,CONS ALMAS,CONS PONTE ALTA DO BOM JESUS,,,94.99912475454092
1122,CONS IPORA,CONS RIO VERDE,,,749.2822345917348
1123,CONS RIO VERDE,CONS ITUMBIARA,,,192.66347099618517
1124,CONS DOM ELISEU,CONS MARABA,,,195.61727902033317
1125,CONS DOM ELISEU,CONS ITINGA DO MARANHAO,,,43.6845339049881
1126,CONS ITINGA DO MARANHAO,CONS DOM ELISEU,,,43.6845339049881
1127,CONS ITINGA DO MARANHAO,CONS CAROLINA,,,320.63386721997654
1128,CONS TANGARA DA SERRA,CONS BARRA DO BUGRES,,,59.598763716587214
1129,CONS TANGARA DA SERRA,CONS ARENAPOLIS,,,72.5985132244663
1130,CONS BAEPENDI,CONS CAXAMBU,,,5.019885676321129
1131,CONS BAEPENDI,CONS CRUZILIA,,,15.445927170221715
1132,CONS BAEPENDI,CONS POUSO ALTO,,,28.102203938352734
1133,CONS BAEPENDI,CONS DELFIM MOREIRA,,,72.94125674702799
1134,CONS BAEPENDI,CONS ITAMONTE,,,36.626568883314384
1135,CONS BAEPENDI,CONS TRES CORACOES,,,47.71898736123463
1136,CONS BAEPENDI,CONS RESENDE,,,72.65885828923794
1137,CONS SAPEZAL,CONS CAMPO NOVO DO PARECIS,,,120.33712496634166
1138,CONS SANTO INACIO,CONS MARINGA,,,81.79334759642384
1139,CONS SANTO INACIO,CONS PIRAPOZINHO,,,56.34464099861213
1140,CONS JANDAIA DO SUL,CONS MARINGA,,,35.617632777308145
1141,CONS JANDAIA DO SUL,CONS GUARAPUAVA,,,199.79397343990627
1142,CONS JANDAIA DO SUL,CONS CRUZMALTINA,,,49.67424652580771
1143,CONS JANDAIA DO SUL,CONS LONDRINA,,,58.70361718248507
1144,CONS CRATEUS,CONS PEREIRO,,,260.9902134132153
1145,CONS SAO PEDRO DA ALDEIA,CONS SAO GONCALO,,,98.47914979367995
1146,CONS FELIXLANDIA,CONS GOVERNADOR VALADARES,,,310.19423295424156
1147,CONS FELIXLANDIA,CONS CORINTO,,,63.353571199978475
1148,CONS FELIXLANDIA,CONS CURVELO,,,49.49861440811255
1149,CONS GOVERNADOR VALADARES,CONS GALILEIA,,,46.74943999370483
1150,CONS GOVERNADOR VALADARES,CONS AIMORES,,,117.14114150569621
1151,CONS GOVERNADOR VALADARES,CONS CONTAGEM,,,250.59107236543346
1152,CONS SAO JOAO DAS MISSOES,CONS CARINHANHA,,,73.82692562322322
1153,CONS SAO JOAO DAS MISSOES,CONS MONTES CLAROS,,,206.38360577452045
1154,CONS TURMALINA,CONS DATAS,,,162.72874774690004
1155,CONS CAPELINHA,CONS VISCONDE DO RIO BRANCO,,,371.13515884356195
1156,CONS CAPELINHA,CONS TURMALINA,,,50.519636054233004
1157,CONS QUIXADA,CONS SENADOR POMPEU,,,78.98103947725835
1158,CONS SAO SEBASTIAO DO PARAISO,CONS TRES CORACOES,,,199.12283452899834
1159,CONS SAO SEBASTIAO DO PARAISO,CONS SANTO ANTONIO DA ALEGRIA,,,25.324441459514464
1160,CONS SAO SEBASTIAO DO PARAISO,CONS BARBACENA,,,335.13739252443025
1161,CONS MARMELEIRO,CONS GUARACIABA,,,70.9894514829816
1162,CONS MARMELEIRO,CONS GENERAL CARNEIRO,,,173.20670445122272
1163,CONS MARMELEIRO,CONS BARRACAO,,,61.507371330166954
1164,CONS MARMELEIRO,CONS CHOPINZINHO,,,60.60505228847364
1165,CONS MARMELEIRO,CONS CORONEL VIVIDA,,,49.94647133231636
1166,CONS ALTO PARAISO,CONS UMUARAMA,,,267.51282779508824
1167,CONS ALTO PARAISO,CONS CHOPINZINHO,,,37.18294030765849
1168,CONS ALTO PARAISO,CONS CORONEL VIVIDA,,,23.84599325541677
1169,CONS CASEARA,CONS SANTANA DO ARAGUAIA,,,44.04353353868773
1170,CONS CASEARA,CONS PALMAS,,,205.15300544787823
1171,CONS SAO BORJA,CONS BARRA DO QUARAI,,,227.89193913195285
1172,CONS SAO BORJA,CONS SAO JOSE DOS AUSENTES,,,578.9645751810724
1173,CONS SAO BORJA,CONS SANTA MARIA,,,241.34100969119552
1174,CONS SAO FRANCISCO DO SUL,CONS PORTO UNIAO,,,243.48258744576916
1175,CONS SAO FRANCISCO DO SUL,CONS GUARATUBA,,,42.247372217840145
1176,CONS NOVA ANDRADINA,CONS BATAYPORA,,,9.801503677118138
1177,CONS JOAO MONLEVADE,CONS PONTE NOVA,,,72.50938642394154
1178,CONS JOAO MONLEVADE,CONS DOM SILVERIO,,,44.72946778804178
1179,CONS JOAO MONLEVADE,CONS MARIANA,,,67.54534665311765
1180,CONS JOAO MONLEVADE,CONS MARTINS SOARES,,,143.92487689731195
1181,CONS MARITUBA,CONS BARCARENA,,,35.15603318318255
1182,CONS MARITUBA,CONS BELEM,,,19.546114607082448
1183,CONS IPU,CONS CRATEUS,,,94.71540388557308
1184,CONS IPU,CONS SAO JOAO DA FRONTEIRA,,,73.20596289552283
1185,CONS IPU,CONS UBAJARA,,,56.714361722689056
1186,CONS CHAPADINHA,CONS BREJO,,,67.04096031513612
1187,CONS CHAPADINHA,CONS ITINGA DO MARANHAO,,,469.2305678279206
1188,CONS OIAPOQUE,CONS MACAPA,,,431.60988106037854
1189,CONS MARCO,CONS UMIRIM,,,108.7710818606606
1190,CONS MARCO,CONS SOBRAL,,,65.80993324229316
1191,CONS CRUZ,CONS CHAVAL,,,119.25920570927317
1192,CONS PATOS,CONS TEIXEIRA,,,22.772520533796005
1193,CONS PATOS,CONS ITAPORANGA,,,2267.309660968578
1194,CONS PATOS,CONS SERRA NEGRA DO NORTE,,,42.03601401869937
1195,CONS JACINTO,CONS ARACUAI,,,204.40986507231995
1196,CONS SALINAS,CONS ARACUAI,,,79.2611999078549
1197,CONS SIMAO DIAS,CONS TOBIAS BARRETO,,,53.244965027136416
1198,CONS SIMAO DIAS,CONS ITAPORANGA D'AJUDA,,,61.52060570469781
1199,CONS SAO MATEUS,CONS BARRA DE SAO FRANCISCO,,,109.42876055413002
1200,CONS SAO MATEUS,CONS NOVA VENECIA,,,57.65306042265325
1201,CONS ABARE,CONS FLORESTA,,,61.59045453446377
1202,CONS ABARE,CONS FEIRA DE SANTANA,,,394.6009001580977
1203,CONS ABARE,CONS BELEM DO SAO FRANCISCO,,,17.234409912407894
1204,CONS BELEM DO SAO FRANCISCO,CONS FLORESTA,,,46.265490612239915
1205,CONS BELEM DO SAO FRANCISCO,CONS PETROLINA,,,183.42584210665595
1206,CONS NAVEGANTES,CONS CAMPOS NOVOS,,,260.72140732742275
1207,CONS ADRIANOPOLIS,CONS UNIAO DA VITORIA,,,273.1265327082923
1208,CONS ADRIANOPOLIS,CONS RIBEIRA,,,1.5809519685024775
1209,CONS ADRIANOPOLIS,CONS BARRA DO TURVO,,,50.78031033016865
1210,CONS ADRIANOPOLIS,CONS ITARARE,,,70.53726068257116
1211,CONS ECOPORANGA,CONS BARRA DE SAO FRANCISCO,,,43.23845354356428
1212,CONS ECOPORANGA,CONS NOVA VENECIA,,,59.42730483801256
1213,CONS GRANJA,CONS CHAVAL,,,46.262679736192275
1214,CONS GRANJA,CONS SOBRAL,,,82.70954731101514
1215,CONS JACOBINA,CONS PIRITIBA,,,61.23835712903782
1216,CONS JACOBINA,CONS CAPIM GROSSO,,,59.10471651365911
1217,CONS JACOBINA,CONS MORRO DO CHAPEU,,,81.31307307978402
1218,CONS SALITRE,CONS JUAZEIRO DO NORTE,,,126.39356377448713
1219,CONS SALITRE,CONS FRONTEIRAS,,,28.905252464569248
1220,CONS SALITRE,CONS MARCOLANDIA,,,29.06653657619146
1221,CONS CACHOEIRA DOURADA,CONS ITUIUTABA,,,51.44468331486342
1222,CONS CACHOEIRA DOURADA,CONS ITUMBIARA,,,32.62458157152168
1223,CONS CACHOEIRA DOURADA,CONS SANTA VITORIA,,,74.37190632782944
1224,CONS TEOFILO OTONI,CONS SERRA DOS AIMORES,,,133.9822664861651
1225,CONS VIANOPOLIS,CONS CORUMBAIBA,,,155.86283910066942
1226,CONS VIANOPOLIS,CONS ANAPOLIS,,,65.37422761046423
1227,CONS MORRINHOS,CONS CORUMBAIBA,,,1895.4197563915886
1228,CONS MORRINHOS,CONS IPAMERI,,,1833.645582551734
1229,CONS MORRINHOS,CONS PIRACANJUBA,,,1840.7970002295722
1230,CONS MORRINHOS,CONS SOBRAL,,,56.40357034535948
1231,CONS ITAPIPOCA,CONS UMIRIM,,,32.87302468830446
1232,CONS ITAPIPOCA,CONS SAO GONCALO DO AMARANTE,,,68.82288904141797
1233,CONS NOVA SERRANA,CONS PARA DE MINAS,,,39.09045543504353
1234,CONS NOVA SERRANA,CONS SAO JOAO DEL REI,,,159.49001203905573
1235,CONS LEOPOLDINA,CONS SANTO ANTONIO DE PADUA,,,47.48212007032964
1236,CONS LEOPOLDINA,CONS VISCONDE DO RIO BRANCO,,,60.890567094080396
1237,CONS LEOPOLDINA,CONS CAXAMBU,,,241.61829699305719
1238,CONS LEOPOLDINA,CONS PATROCINIO DO MURIAE,,,60.99385508898173
1239,CONS LEOPOLDINA,CONS ALEM PARAIBA,,,39.70307045845542
1240,CONS PORTO VELHO,CONS VILHENA,,,603.8408694181487
1241,CONS PORTO VELHO,CONS GUAJARA-MIRIM,,,274.5908442018161
1242,CONS IRAI,CONS SAO MIGUEL DO OESTE,,,58.446797291983046
1243,CONS IRAI,CONS TRES PASSOS,,,72.72367879717125
1244,CONS IRAI,CONS GUARACIABA,,,70.9507122014104
1245,CONS IRAI,CONS CHAPECO,,,64.10636302413525
1246,CONS IRAI,CONS SANT'ANA DO LIVRAMENTO,,,465.78208252963003
1247,CONS IRAI,CONS PALMITOS,,,16.809819019854594
1248,CONS IRAI,CONS CARAZINHO,,,130.52939105758924
1249,CONS MARAVILHA,CONS SAO MIGUEL DO OESTE,,,34.343368807054716
1250,CONS MARAVILHA,CONS GUARACIABA,,,39.23000639914496
1251,CONS MARAVILHA,CONS CHAPECO,,,66.6625593051419
1252,CONS MARAVILHA,CONS BARRACAO,,,73.34268720919874
1253,CONS MARAVILHA,CONS PALMITOS,,,33.80306883379791
1254,CONS ITAPIRAPUA,CONS ARAGARCAS,,,174.31361888351117
1255,CONS ITAPIRAPUA,CONS GOIANIA,,,172.88207958689551
1256,CONS PIRIPIRI,CONS PEDRO II,,,39.7494212155975
1257,CONS PIRIPIRI,CONS SAO JOAO DA FRONTEIRA,,,67.06704041511709
1258,CONS PARAISO,CONS SAO MIGUEL DO OESTE,,,19.296725715126108
1259,CONS PARAISO,CONS GUARACIABA,,,14.74882717237168
1260,CONS PARAISO,CONS BARRACAO,,,41.30470638270749
1261,CONS PARAISO,CONS PALMITOS,,,71.38854962648229
1262,CONS PARAISO,CONS FLORIANOPOLIS,,,518.5690432561587
1263,CONS ITAITUBA,CONS PALESTINA DO PARA,,,865.7321471699033
1264,CONS JI-PARANA,CONS COSTA MARQUES,,,304.22767270934645
1265,CONS IPIRANGA DO NORTE,CONS SORRISO,,,57.67709000875181
1266,CONS SORRISO,CONS LUCAS DO RIO VERDE,,,60.745954615340366
1267,CONS SORRISO,CONS SANTA RITA DO TRIVELATO,,,149.62352721945788
1268,CONS BERILO,CONS ARACUAI,,,43.79294862543582
1269,CONS BERILO,CONS TURMALINA,,,46.10129061564461
1270,CONS IPE,CONS CAXIAS DO SUL,,,39.82707585652788
1271,CONS IPE,CONS NOVA PRATA,,,31.97637385071288
1272,CONS IPE,CONS ENCANTADO,,,73.40893770253365
1273,CONS MACUCO,CONS NOVA FRIBURGO,,,45.39687245603876
1274,CONS MACUCO,CONS SANTO ANTONIO DE PADUA,,,49.49144336985149
1275,CONS MACUCO,CONS ITABORAI,,,106.64059770759006
1276,CONS MACUCO,CONS ALEM PARAIBA,,,49.206320144022264
1277,CONS BOA VISTA DO GURUPI,CONS TIMON,,,533.3677898991592
1278,CONS BOA VISTA DO GURUPI,CONS CACHOEIRA DO PIRIA,,,27.368410241583245
1279,CONS TIMON,CONS ESTREITO,,,535.2856339865257
1280,CONS TIMON,CONS TERESINA,,,3.3292614325180603
1281,CONS ESTREITO,CONS BARAO DE GRAJAU,,,488.2672691151765
1282,CONS ESTREITO,CONS WANDERLANDIA,,,65.67933344058196
1283,CONS ESTREITO,CONS AGUIARNOPOLIS,,,3.084441133160606
1284,CONS TERESINA,CONS TIMON,,,3.3292614325180603
1285,CONS TERESINA,CONS MARCOLANDIA,,,352.66911207487027
1286,CONS NATIVIDADE,CONS ARRAIAS,,,160.81498470754443
1287,CONS UIRAUNA,CONS PEREIRO,,,53.574734516279655
1288,CONS UIRAUNA,CONS MARIZOPOLIS,,,35.36805588503822
1289,CONS UIRAUNA,CONS LUIS GOMES,,,12.398945502119034
1290,CONS UIRAUNA,CONS PAU DOS FERROS,,,50.920342255180074
1291,CONS ITU,CONS BARUERI,,,50.633123614608806
1292,CONS ITU,CONS SAO PAULO,,,73.5038044783799
1293,CONS ITU,CONS PIRACICABA,,,68.34255978993347
1294,CONS ITU,CONS CAMPINAS,,,45.22286577273229
1295,CONS ITU,CONS TIETE,,,46.185960863792936
1296,CONS ITU,CONS SALTO,,,6.093619059654202
1297,CONS ITU,CONS JUNDIAI,,,41.121254387484086
1298,CONS ITU,CONS SOROCABA,,,31.12978153067075
1299,CONS CAMPINAS,CONS BARUERI,,,69.44012988001003
1300,CONS CAMPINAS,CONS PIRACICABA,,,62.59501380115078
1301,CONS CAMPINAS,CONS MOGI GUACU,,,61.12055899817925
1302,CONS CAMPINAS,CONS JACAREI,,,120.70378426784636
1303,CONS CAMPINAS,CONS TIETE,,,70.36526256148485
1304,CONS CAMPINAS,CONS CORDEIROPOLIS,,,61.86855377272129
1305,CONS CAMPINAS,CONS SALTO,,,40.14079992722086
1306,CONS CAMPINAS,CONS JUNDIAI,,,35.57983519828006
1307,CONS CAMPINAS,CONS SOROCABA,,,76.35005494239458
1308,CONS MOGI GUACU,CONS JACUTINGA,,,34.75487952242486
1309,CONS MOGI GUACU,CONS CAMPINAS,,,61.12055899817925
1310,CONS MOGI GUACU,CONS CORDEIROPOLIS,,,53.74744816286103
1311,CONS CORDEIROPOLIS,CONS PIRACICABA,,,34.84069408038376
1312,CONS CORDEIROPOLIS,CONS MOGI GUACU,,,53.74744816286103
1313,CONS CORDEIROPOLIS,CONS SAO CARLOS,,,67.94702825777027
1314,CONS CORDEIROPOLIS,CONS CAMPINAS,,,61.86855377272129
1315,CONS CORDEIROPOLIS,CONS SAO PEDRO,,,47.66445768941223
1316,CONS CORDEIROPOLIS,CONS SAO PAULO,,,143.79863899127184
1317,CONS DORES DO RIO PRETO,CONS FERVEDOURO,,,45.75488818869749
1318,CONS DORES DO RIO PRETO,CONS CACHOEIRO DE ITAPEMIRIM,,,76.83976656324533
1319,CONS DORES DO RIO PRETO,CONS PATROCINIO DO MURIAE,,,64.21749341780769
1320,CONS DORES DO RIO PRETO,CONS MARTINS SOARES,,,48.920239581200754
1321,CONS DORES DO RIO PRETO,CONS MIMOSO DO SUL,,,64.54840608951626
1322,CONS PASSOS,CONS JACUTINGA,,,174.21086574071737
1323,CONS PASSOS,CONS SAO SEBASTIAO DO PARAISO,,,44.7043352225993
1324,CONS PASSOS,CONS SANTO ANTONIO DA ALEGRIA,,,69.1554685086008
1325,CONS CARUARU,CONS QUIPAPA,,,58.819476028951534
1326,CONS CARUARU,CONS VERTENTES,,,42.58478209578653
1327,CONS CARUARU,CONS ITAIBA,,,175.28769551914158
1328,CONS CARUARU,CONS ALCANTIL,,,61.57296731499526
1329,CONS CARUARU,CONS XEXEU,,,69.38408353275817
1330,CONS ERVALIA,CONS VICOSA,,,24.70035850588584
1331,CONS ERVALIA,CONS FERVEDOURO,,,41.04376994467772
1332,CONS ERVALIA,CONS PONTE NOVA,,,54.030256833723826
1333,CONS ERVALIA,CONS VISCONDE DO RIO BRANCO,,,26.900185931945515
1334,CONS ERVALIA,CONS PATROCINIO DO MURIAE,,,57.656576159495515
1335,CONS BARREIRAS,CONS LUIS EDUARDO MAGALHAES,,,86.03205655251799
1336,CONS BARREIRAS,CONS CRISTOPOLIS,,,63.18548765886286
1337,CONS TAUBATE,CONS CUNHA,,,61.96166197486398
1338,CONS TAUBATE,CONS DELFIM MOREIRA,,,63.25046534215203
1339,CONS TAUBATE,CONS UBATUBA,,,67.63989283217889
1340,CONS TAUBATE,CONS CARAGUATATUBA,,,68.60822387637374
1341,CONS TAUBATE,CONS JACAREI,,,52.45989982658129
1342,CONS TAUBATE,CONS GUARULHOS,,,111.06475268544166
1343,CONS SANTA RITA DO ARAGUAIA,CONS MINEIROS,,,73.62853430747226
1344,CONS SANTA RITA DO ARAGUAIA,CONS JATAI,,,168.50169641051264
1345,CONS SANTA RITA DO ARAGUAIA,CONS ALTO TAQUARI,,,55.90098072369677
1346,CONS SANTA RITA DO ARAGUAIA,CONS ALTO ARAGUAIA,,,2.20954484506236
1347,CONS ALTO ARAGUAIA,CONS ALTO TAQUARI,,,56.9455307420529
1348,CONS TAQUARITINGA DO NORTE,CONS VERTENTES,,,8.210658617645553
1349,CONS TAQUARITINGA DO NORTE,CONS QUIPAPA,,,102.04651234516038
1350,CONS TAQUARITINGA DO NORTE,CONS ALCANTIL,,,17.571098283805238
1351,CONS GUAIRA,CONS BARRACAO,,,248.8358689405655
1352,CONS GUAIRA,CONS IPORA,,,56.62751775048575
1353,CONS GUAIRA,CONS MUNDO NOVO,,,16.797038734744337
1354,CONS MOSSORO,CONS ITAJA,,,73.08099983604463
1355,CONS MOSSORO,CONS LUIS GOMES,,,178.23513121964646
1356,CONS MOSSORO,CONS NATAL,,,247.31667182289905
1357,CONS AGUIARNOPOLIS,CONS ESTREITO,,,3.084441133160606
1358,CONS AGUIARNOPOLIS,CONS WANDERLANDIA,,,63.48081420976144
1359,CONS MAUA DA SERRA,CONS CRUZMALTINA,,,26.484430477018513
1360,CONS MAUA DA SERRA,CONS LONDRINA,,,66.40772018074905
1361,CONS MAUA DA SERRA,CONS JANDAIA DO SUL,,,53.8323583389604
1362,CONS SAO MIGUEL DO ARAGUAIA,CONS ARAGUACU,,,53.13296730714329
1363,CONS SAO MIGUEL DO ARAGUAIA,CONS SAO LUIS DE MONTES BELOS,,,361.8598453071647
1364,CONS SAO MIGUEL DO ARAGUAIA,CONS PORANGATU,,,111.14799614725185
1365,CONS SAO MIGUEL DO ARAGUAIA,CONS PADRE BERNARDO,,,291.7352629430197
1366,CONS NIQUELANDIA,CONS URUACU,,,73.45320714216453
1367,CONS NIQUELANDIA,CONS ANAPOLIS,,,213.67528296527414
1368,CONS CURRAIS NOVOS,CONS SERRA NEGRA DO NORTE,,,107.67668028729761
1369,CONS DOURADOS,CONS NOVA ANDRADINA,,,151.1401603229585
1370,CONS DOURADOS,CONS PONTA PORA,,,99.41740305901739
1371,CONS CHAPADAO DO SUL,CONS CHAPADAO DO CEU,,,43.108654759840746
1372,CONS CHAPADAO DO SUL,CONS BANDEIRANTES,,,221.53113735779525
1373,CONS PIO IX,CONS VARZEA BRANCA,,,373.16583804998083
1374,CONS PIO IX,CONS PARAMBU,,,69.79435108099582
1375,CONS PIO IX,CONS FRONTEIRAS,,,27.99751175201267
1376,CONS PIO IX,CONS MARCOLANDIA,,,68.25522907403014
1377,CONS SANTAREM,CONS NOVO PROGRESSO,,,528.5491380401165
1378,CONS POCOS DE CALDAS,CONS JACUTINGA,,,56.47635683968421
1379,CONS POCOS DE CALDAS,CONS DELFIM MOREIRA,,,155.32575839369008
1380,CONS GARIBALDI,CONS CAXIAS DO SUL,,,36.165950999502726
1381,CONS GARIBALDI,CONS NOVA PRATA,,,53.784922172400194
1382,CONS GARIBALDI,CONS VENANCIO AIRES,,,74.97405625321322
1383,CONS GARIBALDI,CONS NOVO HAMBURGO,,,61.54391949859383
1384,CONS GARIBALDI,CONS ENCANTADO,,,32.61980279430249
1385,CONS COIVARAS,CONS TIMON,,,69.21381315807437
1386,CONS COIVARAS,CONS TERESINA,,,65.94417420919187
1387,CONS PIRAPORA,CONS CORINTO,,,125.2633945043458
1388,CONS CARLINDA,CONS NOVA SANTA HELENA,,,124.48874138574084
1389,CONS JACAREZINHO,CONS SANTO ANTONIO DA PLATINA,,,18.768969478841107
1390,CONS JACAREZINHO,CONS OURINHOS,,,22.6179533331342
1391,CONS JACAREZINHO,CONS ASSIS,,,71.7757157463056
1392,CONS JACAREZINHO,CONS SANTA CRUZ DO RIO PARDO,,,45.14062197643168
1393,CONS JACAREZINHO,CONS JANDAIA DO SUL,,,177.4796240341274
1394,CONS MARECHAL CANDIDO RONDON,CONS SANTA HELENA,,,43.791169051678764
1395,CONS MARECHAL CANDIDO RONDON,CONS MEDIANEIRA,,,82.4474565634858
1396,CONS MARECHAL CANDIDO RONDON,CONS IPORA,,,70.63235567360613
1397,CONS MARECHAL CANDIDO RONDON,CONS MUNDO NOVO,,,72.74040466397874
1398,CONS MARECHAL CANDIDO RONDON,CONS CASCAVEL,,,75.02378321907335
1399,CONS PRIMAVERA DO LESTE,CONS RONDONOPOLIS,,,109.4943158131433
1400,CONS RONDONOPOLIS,CONS ALTO ARAGUAIA,,,178.01201428629042
1401,CONS ITAPERUNA,CONS FERVEDOURO,,,67.02059570678819
1402,CONS ITAPERUNA,CONS SANTO ANTONIO DE PADUA,,,49.26089916022196
1403,CONS ITAPERUNA,CONS PATROCINIO DO MURIAE,,,34.85181024198
1404,CONS ITAPERUNA,CONS SAO JOAO DA BARRA,,,99.25537269894541
1405,CONS ITAPERUNA,CONS MIMOSO DO SUL,,,55.88066557744575
1406,CONS ARAGUAINA,CONS FILADELFIA,,,79.79644578848938
1407,CONS ARAGUAINA,CONS WANDERLANDIA,,,46.40247446956349
1408,CONS NONOAI,CONS CHAPECO,,,33.80619841058896
1409,CONS NONOAI,CONS PALMITOS,,,50.372705713387646
1410,CONS NONOAI,CONS BARAO DE COTEGIPE,,,48.04869872618068
1411,CONS NONOAI,CONS ERECHIM,,,58.089330563239706
1412,CONS ITAPARICA,CONS NAZARE,,,38.66387953389859
1413,CONS ITAPARICA,CONS SAO SEBASTIAO DO PASSE,,,47.07874843503227
1414,CONS ITAPARICA,CONS LAURO DE FREITAS,,,38.91552959423046
1415,CONS ITAPARICA,CONS SALVADOR,,,21.267056118059646
