,source,target,volume_m3,volume_perc,distancia
371,CONS SAO LUIS,CONS SAO JOAO DOS PATOS,,,444.3938108937766
372,CONS SAO LUIS,CONS MORROS,,,44.48239052733859
373,DIST DUQUE DE CAXIAS,DIST DUQUE DE CAXIAS,2864517.0,0.04469120611465057,1.0
374,DIST DUQUE DE CAXIAS,CONS DUQUE DE CAXIAS,,,1.0
375,DIST SAO FRANCISCO DO CONDE,DIST SAO FRANCISCO DO CONDE,2667641.0,0.04161961467531614,1.0
376,DIST SAO FRANCISCO DO CONDE,DIST CANDEIAS,584708.0,0.009122412520115994,15.439464653076303
377,DIST SAO FRANCISCO DO CONDE,DIST JEQUIE,427346.0,0.006667304878369185,205.05462359145204
378,DIST SAO FRANCISCO DO CONDE,DIST ITABUNA,365978.0,0.005709862511350984,249.75694201455516
379,DIST SAO FRANCISCO DO CONDE,DIST SENADOR CANEDO,15131.0,0.0002360686425393104,1208.5895100960768
380,DIST SAO FRANCISCO DO CONDE,DIST VITORIA,12605.0,0.00019665886188672312,873.4164013276971
381,DIST SAO FRANCISCO DO CONDE,DIST GOIANIA,11051.0,0.0001724138899413072,1224.9834278239402
382,DIST SAO FRANCISCO DO CONDE,DIST VILA VELHA,2351.0,3.667949101909449e-05,875.7374392045731
383,DIST SAO FRANCISCO DO CONDE,DIST SERRA,1684.0,2.627318710172485e-05,852.1360012778197
384,DIST SAO FRANCISCO DO CONDE,DIST MONTES CLAROS,1159.0,1.8082318201246498e-05,720.4553167438092
385,DIST SAO FRANCISCO DO CONDE,DIST UBERLANDIA,571.0,8.908545032710741e-06,1242.2327479933983
386,DIST SAO FRANCISCO DO CONDE,DIST BETIM,517.0,8.066055660090112e-06,1007.1889484872718
387,DIST SAO FRANCISCO DO CONDE,CONS SAO FRANCISCO DO CONDE,,,1.0
388,DIST CANDEIAS,DIST SENADOR CANEDO,28786.0,0.0004491092422269902,1219.3744692050852
389,DIST CANDEIAS,DIST CANDEIAS,20602.0,0.0003214252973098191,1.0
390,DIST CANDEIAS,DIST UBERLANDIA,11721.0,0.00018286699882382243,1250.4586557749587
391,DIST CANDEIAS,DIST SAO FRANCISCO DO CONDE,11337.0,0.00017687596328518684,15.439464653076303
392,DIST CANDEIAS,CONS CANDEIAS,,,1.0
393,DIST ITABUNA,CONS ITABUNA,,,1.0
394,DIST SENADOR CANEDO,DIST GOIANIA,1107770.0,0.017283045413110296,18.57673965188904
395,DIST SENADOR CANEDO,DIST SENADOR CANEDO,774072.0,0.012076804326725867,1.0
396,DIST SENADOR CANEDO,CONS SENADOR CANEDO,,,1.0
397,DIST VILA VELHA,CONS VILA VELHA,,,1.0
398,DIST SERRA,CONS SERRA,,,1.0
399,DIST UBERLANDIA,DIST UBERLANDIA,986212.0,0.015386539428721062,1.0
400,DIST UBERLANDIA,CONS UBERLANDIA,,,1.0
401,DIST SAO CAETANO DO SUL,DIST SAO PAULO,2448269.0,0.038197048404009976,13.215955134508938
402,DIST SAO CAETANO DO SUL,DIST SAO CAETANO DO SUL,778802.0,0.012150600155105414,1.0
403,DIST SAO CAETANO DO SUL,CONS SAO CAETANO DO SUL,,,1.0
404,DIST CUBATAO,DIST CUBATAO,811811.0,0.012665595186602346,1.0
405,DIST CUBATAO,DIST SENADOR CANEDO,32625.0,0.0005090039959582977,845.6527538498497
406,DIST CUBATAO,DIST SAO PAULO,32.0,4.992529615529663e-07,45.47276263570937
407,DIST CUBATAO,DIST ARAUCARIA,16.0,2.4962648077648313e-07,355.12566029486266
408,DIST CUBATAO,CONS CUBATAO,,,1.0
409,DIST BARUERI,DIST BARUERI,1142164.0,0.017819648736849443,1.0
410,DIST BARUERI,DIST JARDINOPOLIS,5.0,7.800827524265098e-08,291.155730161493
411,DIST BARUERI,CONS BARUERI,,,1.0
412,DIST BAURU,CONS BAURU,,,1.0
413,DIST FORTALEZA,DIST FORTALEZA,768214.0,0.011985409831451577,1.0
414,DIST FORTALEZA,DIST MARACANAU,1036.0,1.6163314630277284e-05,19.118904072477957
415,DIST FORTALEZA,CONS FORTALEZA,,,1.0
416,CONS SAO PAULO,CONS BARUERI,,,24.605408532743056
417,CONS SAO PAULO,CONS SANTOS,,,56.10579799740093
418,CONS SAO PAULO,CONS PRAIA GRANDE,,,57.715321924397145
419,CONS SAO PAULO,CONS ARUJA,,,35.9454240442807
420,CONS SAO PAULO,CONS JACAREI,,,73.52580240052427
421,CONS SAO PAULO,CONS GUARULHOS,,,13.951717112530972
422,CONS SAO PAULO,CONS JUNDIAI,,,46.774787985003115
423,CONS SAO JOSE DOS CAMPOS,CONS EXTREMA,,,57.98727568565608
424,CONS SAO JOSE DOS CAMPOS,CONS CARAGUATATUBA,,,67.28598852789845
425,CONS SAO JOSE DOS CAMPOS,CONS ARUJA,,,50.11237285616834
426,CONS SAO JOSE DOS CAMPOS,CONS JACAREI,,,14.689093480253923
427,CONS SAO JOSE DOS CAMPOS,CONS GUARULHOS,,,72.50766450343477
428,DIST ITAJAI,DIST ITAJAI,1140930.0,0.017800396294519558,1.0
429,DIST ITAJAI,DIST BRUSQUE,20997.0,0.00032758795105398855,31.64564570307023
430,DIST ITAJAI,DIST GUARAMIRIM,2568.0,4.006505016462554e-05,59.13075256132679
431,DIST ITAJAI,DIST TUBARAO,2054.0,3.2045799469681024e-05,176.86855858480575
432,DIST ITAJAI,DIST LAGES,392.0,6.115848779023837e-06,191.958055522891
433,DIST ITAJAI,CONS ITAJAI,,,1.0
434,DIST BRUSQUE,CONS BRUSQUE,,,1.0
435,DIST GUARAMIRIM,DIST GUARAMIRIM,247380.0,0.0038595374259054,1.0
436,DIST GUARAMIRIM,DIST TUBARAO,25600.0,0.00039940236924237304,222.67088329415716
437,DIST GUARAMIRIM,DIST JARAGUA DO SUL,16893.0,0.0002635587587348206,7.073991015298952
438,DIST GUARAMIRIM,DIST ITAJAI,12008.0,0.0001873446738227506,59.13075256132679
439,DIST GUARAMIRIM,DIST BRUSQUE,1136.0,1.7723480135130303e-05,70.5229901631138
440,DIST GUARAMIRIM,CONS GUARAMIRIM,,,1.0
441,CONS BRASILIA,CONS PLANALTINA,,,50.06383687751318
442,CONS BRASILIA,CONS FORMOSA,,,68.82039502076191
443,CONS GOIANIA,CONS URUTAI,,,142.33398446091135
444,CONS GOIANIA,CONS PIRACANJUBA,,,73.32929124877475
445,CONS GOIANIA,CONS ANAPOLIS,,,51.85338891648114
446,CONS GOIANIA,CONS JATAI,,,292.51989429597086
447,DIST GUAMARE,DIST PARNAMIRIM,42180.0,0.0006580778099470036,146.7939907097684
448,DIST GUAMARE,CONS GUAMARE,,,1.0
449,DIST PARNAMIRIM,CONS PARNAMIRIM,,,533.5114260432845
450,CONS UBERLANDIA,CONS ROMARIA,,,73.37057461238273
451,CONS UBERLANDIA,CONS CARNEIRINHO,,,267.9765194146349
452,CONS UBERLANDIA,CONS NOVA PONTE,,,67.85071355440867
453,CONS UBERLANDIA,CONS CUMARI,,,73.4121364081836
454,CONS UBERLANDIA,CONS PLANURA,,,143.15527226906048
455,CONS UBERLANDIA,CONS SANTA VITORIA,,,194.38155523900525
456,DIST PARANAGUA,DIST ARAUCARIA,904431.0,0.014110620477197213,88.8420312056951
457,DIST PARANAGUA,DIST PAULINIA,50389.0,0.0007861517962403881,337.25522706427483
458,DIST PARANAGUA,DIST MARINGA,23840.0,0.0003719434563569599,416.45569235537636
459,DIST PARANAGUA,DIST SARANDI,22828.0,0.0003561545814478473,410.15731797142803
460,DIST PARANAGUA,DIST RIBEIRAO PRETO,16708.0,0.0002606724525508425,488.71665396168106
461,DIST PARANAGUA,DIST GUARULHOS,8181.0,0.00012763713995202553,305.1217707662135
462,DIST PARANAGUA,DIST CASCAVEL,6537.0,0.0001019880190522419,500.3640250472257
463,DIST PARANAGUA,DIST OURINHOS,6425.0,0.00010024063368680651,313.3596728211973
464,DIST PARANAGUA,DIST LONDRINA,4128.0,6.440363204033265e-05,363.73246049172656
465,DIST PARANAGUA,DIST RENASCENCA,1996.0,3.1140903476866275e-05,450.8077547683429
466,DIST PARANAGUA,DIST JARDINOPOLIS,810.0,1.2637340589309459e-05,506.2242763544315
467,DIST PARANAGUA,DIST TUBARAO,43.0,6.708711670867985e-07,332.1965374158348
468,CONS RIBEIRAO PRETO,CONS BEBEDOURO,,,73.65393774080145
469,CONS RIBEIRAO PRETO,CONS SANTO ANTONIO DA ALEGRIA,,,69.4416894882114
470,CONS RIBEIRAO PRETO,CONS MATAO,,,74.86826692285744
471,CONS RIBEIRAO PRETO,CONS ITAPORANGA,,,330.06201814416204
472,DIST CURITIBA,DIST ARAUCARIA,861166.0,0.013435614871522556,23.23904248983697
473,DIST CURITIBA,DIST SARANDI,66761.0,0.0010415820926949245,343.6970887763329
474,DIST CURITIBA,DIST MARINGA,18680.0,0.0002914389163065441,349.85849929876764
475,DIST CURITIBA,DIST LONDRINA,18280.0,0.000285198254287132,304.2089709281438
476,DIST CURITIBA,DIST CASCAVEL,16112.0,0.00025137386614191854,425.14679045561735
477,DIST CURITIBA,DIST PINHAIS,12450.0,0.00019424060535420094,7.674749884433409
478,DIST CURITIBA,DIST PAULINIA,3918.0,6.11272844801413e-05,365.9926676353234
479,DIST CURITIBA,DIST GUARAPUAVA,3100.0,4.836513065044361e-05,220.76351055468547
480,DIST CURITIBA,DIST RIBEIRAO PRETO,1314.0,2.0500574733768678e-05,495.3234194858996
481,DIST CURITIBA,DIST GUARULHOS,860.0,1.3417423341735969e-05,352.43902999806454
482,DIST CURITIBA,DIST JARDINOPOLIS,416.0,6.490288500188562e-06,513.0135585917493
483,DIST CURITIBA,DIST VITORIA,60.0,9.360993029118117e-07,1078.0422287949962
484,DIST CURITIBA,DIST UMUARAMA,38.0,5.928628918441475e-07,449.3630788964357
485,CONS BELEM,CONS BARCARENA,,,15.725208611898651
486,CONS BELEM,CONS DOM ELISEU,,,313.9404701843951
487,CONS BELEM,CONS CACHOEIRA DO PIRIA,,,218.70057622975077
488,CONS FORTALEZA,CONS SAO GONCALO DO AMARANTE,,,49.332611692859864
489,CONS FORTALEZA,CONS PENAFORTE,,,460.18052814290405
490,CONS FORTALEZA,CONS UBAJARA,,,264.30034620726474
491,DIST IPOJUCA,DIST IPOJUCA,760673.0,0.01186775775073061,1.0
492,DIST IPOJUCA,DIST CHA DE ALEGRIA,21726.0,0.00033896155758436706,45.744557551889216
493,DIST IPOJUCA,CONS IPOJUCA,,,1.0
494,CONS VITORIA,CONS SERRA,,,21.6347517590674
495,CONS VITORIA,CONS JOAO NEIVA,,,62.49412389803954
496,CONS VITORIA,CONS GUARAPARI,,,45.12719515610116
497,DIST CABO DE SANTO AGOSTINHO,DIST IPOJUCA,494741.0,0.007718778420364877,12.93328156978846
498,DIST CABO DE SANTO AGOSTINHO,DIST SAO LUIS,373981.0,0.0058347225567043715,1207.0988445094922
499,DIST CABO DE SANTO AGOSTINHO,DIST PORTO NACIONAL,123930.0,0.0019335131101643472,1491.980584040213
500,DIST CABO DE SANTO AGOSTINHO,DIST CHA DE ALEGRIA,51514.0,0.0008037036581699846,36.39529998783203
501,DIST CABO DE SANTO AGOSTINHO,DIST SAO FRANCISCO DO CONDE,31255.0,0.0004876297285418113,626.0828314506516
502,DIST CABO DE SANTO AGOSTINHO,DIST SENADOR CANEDO,17470.0,0.0002725609136978225,1790.0629219912887
503,DIST CABO DE SANTO AGOSTINHO,DIST GUARULHOS,13371.0,0.00020860972965389726,2085.574504503627
504,DIST CABO DE SANTO AGOSTINHO,DIST BELEM,11713.0,0.00018274218558343418,1672.9862837053647
505,DIST CABO DE SANTO AGOSTINHO,DIST CANDEIAS,9658.0,0.00015068078445870463,621.6388918204384
506,DIST CABO DE SANTO AGOSTINHO,DIST GOIANIA,9367.0,0.00014614070283958236,1804.8568754714584
507,DIST CABO DE SANTO AGOSTINHO,DIST CUBATAO,5991.0,9.34695153957444e-05,2117.4751465361237
508,DIST CABO DE SANTO AGOSTINHO,DIST SANTA MARIA,4853.0,7.571483195051704e-05,3082.590242971251
509,DIST CABO DE SANTO AGOSTINHO,DIST PAULINIA,4623.0,7.21264512893551e-05,2065.250660723524
510,DIST CABO DE SANTO AGOSTINHO,DIST RIO GRANDE,3713.0,5.792894519519262e-05,3176.1376512114275
511,DIST CABO DE SANTO AGOSTINHO,DIST CANOAS,2021.0,3.153094485307953e-05,2935.9020899129227
512,DIST CABO DE SANTO AGOSTINHO,DIST VILA VELHA,1767.0,2.7568124470752855e-05,1455.3994547541195
513,DIST CABO DE SANTO AGOSTINHO,DIST RIBEIRAO PRETO,1468.0,2.2903229611242326e-05,1983.3782446194507
514,DIST CABO DE SANTO AGOSTINHO,DIST ESTEIO,1335.0,2.0828209489787813e-05,2930.501353092736
515,DIST CABO DE SANTO AGOSTINHO,DIST SERRA,1285.0,2.0048126737361303e-05,1433.7957317962278
516,DIST CABO DE SANTO AGOSTINHO,DIST SAO JOSE DOS CAMPOS,1188.0,1.8534766197653872e-05,2022.0446306664878
517,DIST CABO DE SANTO AGOSTINHO,DIST CORONEL BARROS,1134.0,1.7692276825033243e-05,2996.8476675292
518,DIST CABO DE SANTO AGOSTINHO,DIST FEIRA DE SANTANA,1001.0,1.5617256703578726e-05,618.1532633238202
519,DIST CABO DE SANTO AGOSTINHO,DIST MONTES CLAROS,452.0,7.051948081935648e-06,1341.4050206079762
520,DIST CABO DE SANTO AGOSTINHO,DIST CABEDELO,397.0,6.193857054266488e-06,145.60897699021646
521,DIST CABO DE SANTO AGOSTINHO,DIST CRATO,268.0,4.1812435530060925e-06,497.47977107782225
522,DIST CABO DE SANTO AGOSTINHO,DIST VITORIA,186.0,2.9019078390266166e-06,1453.7921792432455
523,DIST CABO DE SANTO AGOSTINHO,DIST IJUI,42.0,6.552695120382683e-07,2986.1934033014036
524,DIST CABO DE SANTO AGOSTINHO,DIST CRUZ ALTA,33.0,5.148546166014965e-07,2984.8177170803297
525,DIST RIO GRANDE,DIST RIO GRANDE,487830.0,0.007610955382324485,1.0
526,DIST RIO GRANDE,DIST CANOAS,71815.0,0.0011204328573101961,251.78403511950034
527,DIST RIO GRANDE,DIST ESTEIO,66278.0,0.0010340464933064843,258.1920342353805
528,DIST RIO GRANDE,DIST BAGE,53226.0,0.0008304136916130683,204.2161967961043
529,DIST RIO GRANDE,DIST TUBARAO,52570.0,0.0008201790059012324,495.17419529897137
530,DIST RIO GRANDE,DIST RENASCENCA,45241.0,0.0007058344760505546,658.7443030970044
531,DIST RIO GRANDE,DIST CRUZ ALTA,34631.0,0.0005403009159856493,403.3966387761029
532,DIST RIO GRANDE,DIST LAGES,33697.0,0.0005257289701703221,499.61627731317935
533,DIST RIO GRANDE,DIST CORONEL BARROS,28604.0,0.0004462697410081577,446.7371136032837
534,DIST RIO GRANDE,DIST IJUI,22217.0,0.00034662197021319535,441.3273854098992
535,DIST RIO GRANDE,DIST SANTA MARIA,18297.0,0.000285463482422957,307.7925185669121
536,DIST RIO GRANDE,DIST SARANDI,16958.0,0.00026457286631297505,955.5231653707139
537,DIST RIO GRANDE,DIST LAJEADO,1738.0,2.711567647434548e-05,286.7402453232478
538,DIST RIO GRANDE,DIST SAO JOSE DOS CAMPOS,365.0,5.694604092713522e-06,1158.400948353661
539,DIST RIO GRANDE,DIST ARAUCARIA,1.0,1.5601655048530196e-08,763.8127293844864
540,DIST RIO GRANDE,CONS RIO GRANDE,,,1.0
541,DIST CORONEL BARROS,CONS CORONEL BARROS,,,1.0
542,DIST FEIRA DE SANTANA,DIST CANDEIAS,5.0,7.800827524265098e-08,64.03542489852116
543,DIST FEIRA DE SANTANA,CONS FEIRA DE SANTANA,,,1.0
544,DIST BAGE,CONS BAGE,,,1.0
545,DIST LAJEADO,CONS LAJEADO,,,2223.463068265728
546,CONS RIO GRANDE,CONS SAO JOSE DO NORTE,,,7.315368756682763
547,CONS RIO GRANDE,CONS CHUI,,,222.89549995279071
548,CONS RIO GRANDE,CONS PELOTAS,,,37.05106823684316
549,CONS JEQUIE,CONS JAGUAQUARA,,,38.64500278833671
550,CONS JEQUIE,CONS UBAITABA,,,96.66380218450796
551,DIST RECIFE,DIST IPOJUCA,407374.0,0.00635570862373994,43.50322489335143
552,DIST RECIFE,DIST SAO LUIS,129356.0,0.002018167690457672,1207.7581828321763
553,DIST RECIFE,DIST SENADOR CANEDO,94007.0,0.001466664786147178,1818.0355186595696
554,DIST RECIFE,DIST UBERLANDIA,23602.0,0.00036823026245540966,1884.4435260467972
555,DIST RECIFE,DIST CABEDELO,13654.0,0.0002130249980326313,117.91662070526706
556,DIST RECIFE,DIST CANDEIAS,12838.0,0.00020029404751303065,652.3289932889841
557,DIST MARECHAL DEODORO,DIST MACEIO,347334.0,0.005418985254626187,18.37843651274405
558,DIST MACEIO,CONS MACEIO,,,1.0
559,DIST UBERABA,DIST UBERABA,294715.0,0.004598041767627577,1.0
560,DIST UBERABA,CONS UBERABA,,,1.0
561,CONS UBERABA,CONS PLANURA,,,90.70195232660205
562,CONS UBERABA,CONS NOVA PONTE,,,72.19283391055866
563,CONS UBERABA,CONS DELTA,,,29.74520591483247
564,DIST RIO DE JANEIRO,DIST ARUJA,270244.0,0.004216253666934995,323.4450362887068
565,DIST RIO DE JANEIRO,DIST BARRA MANSA,181519.0,0.002831996822754153,107.89920469539938
566,DIST RIO DE JANEIRO,DIST DUQUE DE CAXIAS,45718.0,0.0007132764655087035,17.73752851712816
567,DIST JARAGUA DO SUL,CONS JARAGUA DO SUL,,,1.0
568,CONS BARRA MANSA,CONS ANGRA DOS REIS,,,52.5018600812457
569,CONS BARRA MANSA,CONS VOLTA REDONDA,,,8.361359010863287
570,CONS BARRA MANSA,CONS ITAGUAI,,,53.62623435931643
571,CONS BARRA MANSA,CONS RESENDE,,,29.60626524517578
572,DIST NOSSA SENHORA DO SOCORRO,CONS NOSSA SENHORA DO SOCORRO,,,1.0
573,CONS PASSO FUNDO,CONS NOVA PRATA,,,97.2039568938592
574,CONS PASSO FUNDO,CONS CARAZINHO,,,37.86218894037288
575,CONS PASSO FUNDO,CONS BARAO DE COTEGIPE,,,70.86740276789024
576,CONS PASSO FUNDO,CONS ERECHIM,,,70.41839210261418
577,DIST VOLTA REDONDA,DIST VOLTA REDONDA,97390.0,0.0015194451851763557,1.0
578,DIST VOLTA REDONDA,CONS VOLTA REDONDA,,,1.0
579,DIST SALVADOR,DIST SAO FRANCISCO DO CONDE,89462.0,0.0013957552639516084,43.76662830460944
580,DIST SALVADOR,DIST CANDEIAS,3871.0,6.039400669286039e-05,33.75285015799182
581,DIST SALVADOR,DIST JUAZEIRO,2000.0,3.1203310097060395e-05,451.65505530560023
582,DIST SALVADOR,DIST FEIRA DE SANTANA,5.0,7.800827524265098e-08,93.275788144372
583,DIST SANTO ANDRE,DIST GUARULHOS,77724.0,0.001212623036991961,24.472575191296844
584,DIST SANTO ANDRE,DIST SAO JOSE DO RIO PRETO,74111.0,0.0011562542573016214,431.58759817396907
585,DIST SANTO ANDRE,DIST RIBEIRAO PRETO,51988.0,0.0008110988426629878,307.3443487970607
586,DIST SANTO ANDRE,DIST BARUERI,43658.0,0.0006811370561087313,38.98599403320644
587,DIST SANTO ANDRE,DIST PAULINIA,25267.0,0.00039420701811121244,119.51462962740393
588,DIST SANTO ANDRE,DIST BAURU,24756.0,0.00038623457238141354,300.49472116938483
589,DIST SANTO ANDRE,DIST PRESIDENTE PRUDENTE,22264.0,0.0003473552480004763,525.8470758609443
590,DIST SANTO ANDRE,DIST OURINHOS,9993.0,0.00015590733889996226,348.301465005894
591,DIST SANTO ANDRE,DIST SAO PAULO,7998.0,0.00012478203707814452,18.47695372211328
592,DIST SANTO ANDRE,DIST ARACATUBA,6468.0,0.0001009115048538933,485.33649335223345
593,DIST SANTO ANDRE,DIST CUBATAO,5942.0,9.270503429836642e-05,27.045920496911865
594,DIST SAO JOSE DO RIO PRETO,DIST SAO JOSE DO RIO PRETO,5.0,7.800827524265098e-08,1.0
595,DIST SAO JOSE DO RIO PRETO,CONS SAO JOSE DO RIO PRETO,,,1.0
596,DIST CAXIAS DO SUL,DIST RIO GRANDE,64307.0,0.0010032956312058313,331.4656215427906
597,DIST CIANORTE,DIST ARAUCARIA,44014.0,0.000686691245306008,387.9716868274856
598,CONS CRUZ ALTA,CONS NOVO CABRAIS,,,136.7899314825519
599,CONS CRUZ ALTA,CONS IBIRUBA,,,49.67243462997193
600,DIST CHOROZINHO,DIST FORTALEZA,33220.0,0.0005182869807121731,63.79792197084524
601,CONS MARINGA,CONS IPORA,,,191.9399381229708
602,CONS MARINGA,CONS JANDAIA DO SUL,,,35.617632777308145
603,CONS MARINGA,CONS PEABIRU,,,68.94223163969563
604,CONS LAJEADO,CONS PALMAS,,,54.49001577090745
605,CONS PRESIDENTE PRUDENTE,CONS PARAPUA,,,72.39185010297983
606,CONS PRESIDENTE PRUDENTE,CONS PRESIDENTE VENCESLAU,,,54.13865479809069
607,CONS PRESIDENTE PRUDENTE,CONS PIRAPOZINHO,,,19.919026531099668
608,DIST GOIANESIA,DIST BRASILIA,21292.0,0.0003321904392933049,137.3334378414808
609,CONS FEIRA DE SANTANA,CONS RAFAEL JAMBEIRO,,,60.07012089797406
610,CONS FEIRA DE SANTANA,CONS SAO SEBASTIAO DO PASSE,,,58.46260092521974
611,CONS FEIRA DE SANTANA,CONS SALVADOR,,,93.275788144372
612,CONS FEIRA DE SANTANA,CONS ENCRUZILHADA,,,419.3098952437532
613,CONS SANTA MARIA,CONS PARAISO DO SUL,,,64.83553356871604
614,CONS LUIS EDUARDO MAGALHAES,CONS RAFAEL JAMBEIRO,,,683.8956618878645
615,CONS JUAZEIRO,CONS LAGOA GRANDE,,,53.07902829132031
616,CONS JUAZEIRO,CONS PETROLINA,,,3.0652389517943077
617,CONS JUAZEIRO,CONS CAPIM GROSSO,,,224.9244783179015
618,CONS OURINHOS,CONS SANTO ANTONIO DA PLATINA,,,41.29436434200196
619,CONS OURINHOS,CONS ITAPETININGA,,,197.9707775133311
620,CONS OURINHOS,CONS ASSIS,,,66.52201184840689
621,CONS OURINHOS,CONS SANTA CRUZ DO RIO PARDO,,,25.623618920483025
622,CONS GUARAPUAVA,CONS GENERAL CARNEIRO,,,115.97609771124026
623,CONS GUARAPUAVA,CONS CANDOI,,,61.63589888709601
624,DIST SANTOS,DIST SAO PAULO,5615.0,8.760329309749705e-05,56.10579799740093
625,DIST SANTOS,DIST SAO JOSE DO RIO PRETO,2757.0,4.301376296879775e-05,468.8142823684586
626,DIST SANTOS,DIST OURINHOS,2524.0,3.9378577342490216e-05,376.42753411117206
627,DIST SANTOS,DIST JARDINOPOLIS,10.0,1.5601655048530196e-07,357.7987692535231
628,DIST ARAXA,DIST BETIM,1986.0,3.098488692638097e-05,290.0496075850652
629,DIST SAO LUIS GONZAGA DO MARANHAO,DIST SAO LUIS,1564.0,2.4400988495901225e-05,209.69178837706409
630,DIST VITORIA DE SANTO ANTAO,DIST NOSSA SENHORA DO SOCORRO,1470.0,2.293443292133939e-05,362.57189449626594
631,CONS MONTES CLAROS,CONS FRANCISCO SA,,,47.79689305618893
632,CONS MONTES CLAROS,CONS UBERLANDIA,,,526.9493573256921
633,CONS MONTES CLAROS,CONS CURVELO,,,233.13535611045586
634,DIST BARRETOS,DIST SENADOR CANEDO,258.0,4.025227002520791e-06,431.02765942298277
635,DIST SANTA HELENA DE GOIAS,DIST SENADOR CANEDO,237.0,3.6975922465016565e-06,201.56452555570706
636,DIST NOSSA SENHORA DAS GRACAS,DIST ARAUCARIA,175.0,2.730289633492784e-06,383.6518282850858
637,DIST MOSSORO,DIST CABEDELO,110.0,1.7161820553383215e-06,343.201026211759
638,DIST MOSSORO,DIST GUAMARE,5.0,7.800827524265098e-08,113.86471614556847
639,DIST SANTA TEREZA DE GOIAS,DIST SENADOR CANEDO,102.0,1.59136881495008e-06,333.08678246109923
640,DIST ITAPACI,DIST SENADOR CANEDO,100.0,1.5601655048530197e-06,201.37699001384158
641,DIST EDEIA,DIST GOIANIA,84.0,1.3105390240765365e-06,101.4607043976161
642,DIST ITUMBIARA,DIST UBERLANDIA,70.0,1.0921158533971137e-06,113.91184142012655
643,DIST OURIZONA,DIST ARAUCARIA,69.0,1.0765141983485835e-06,372.2507520344174
644,DIST ITUIUTABA,DIST UBERLANDIA,55.0,8.580910276691607e-07,125.2449548633118
645,DIST EIRUNEPE,DIST MANAUS,30.0,4.6804965145590587e-07,1159.3404501752088
646,DIST RONDONOPOLIS,DIST CUIABA,25.0,3.900413762132549e-07,183.385212801209
647,DIST RIO CLARO,DIST DUQUE DE CAXIAS,20.0,3.1203310097060393e-07,86.13874261087145
648,DIST PEDRO GOMES,DIST CAMPO GRANDE,17.0,2.6522813582501333e-07,261.32777997401945
649,CONS CAMPO GRANDE,CONS BANDEIRANTES,,,64.47762839425984
650,CONS CAMPO GRANDE,CONS BELA VISTA,,,269.51815525759554
651,DIST CAARAPO,DIST CAMPO GRANDE,15.0,2.3402482572795293e-07,244.1205571041404
652,DIST PATROCINIO PAULISTA,DIST JARDINOPOLIS,15.0,2.3402482572795293e-07,65.35788769186026
653,DIST RIO BRANCO DO SUL,DIST ARAUCARIA,15.0,2.3402482572795293e-07,45.0936769020744
654,DIST JUSSARA,DIST SENADOR CANEDO,14.0,2.1842317067942273e-07,211.382975703641
655,DIST PALMAS DE MONTE ALTO,DIST JEQUIE,12.0,1.8721986058236236e-07,334.70737895159186
656,DIST RIO VERDE,DIST SENADOR CANEDO,12.0,1.8721986058236236e-07,228.47124844396305
657,DIST ARAGUAINA,DIST PORTO NACIONAL,10.0,1.5601655048530196e-07,390.96969743549477
658,DIST ARMACAO DOS BUZIOS,DIST DUQUE DE CAXIAS,10.0,1.5601655048530196e-07,145.66842386607112
659,DIST CABO FRIO,DIST DUQUE DE CAXIAS,10.0,1.5601655048530196e-07,131.29883338001525
660,DIST QUIXADA,DIST FORTALEZA,10.0,1.5601655048530196e-07,148.5306265782693
661,DIST PIRAJU,DIST RIBEIRAO PRETO,10.0,1.5601655048530196e-07,277.4933007134408
662,CONS MONTENEGRO,CONS GRAVATAI,,,54.61084216739971
663,CONS MONTENEGRO,CONS CAXIAS DO SUL,,,64.17721934518883
664,CONS MONTENEGRO,CONS SAO JERONIMO,,,40.61629169957249
665,CONS MONTENEGRO,CONS VENANCIO AIRES,,,70.49858468691835
666,CONS MONTENEGRO,CONS NOVO HAMBURGO,,,32.37624739874061
667,CONS MONTENEGRO,CONS ENCANTADO,,,63.17963021836952
668,CONS MONTENEGRO,CONS PORTO ALEGRE,,,46.313036172140926
669,CONS MONTENEGRO,CONS CANOAS,,,37.38775126540008
670,CONS MONTENEGRO,CONS PARAISO DO SUL,,,161.9300999473824
671,DIST SAO SEBASTIAO DA BOA VISTA,DIST BELEM,8.0,1.2481324038824157e-07,118.64589502528523
672,DIST PRATA,DIST UBERLANDIA,7.0,1.0921158533971137e-07,81.40642171970035
673,DIST ANAPOLIS,DIST SENADOR CANEDO,6.0,9.360993029118118e-08,44.787426252441705
674,DIST TUCURUI,DIST BELEM,6.0,9.360993029118118e-08,288.77570723867274
675,DIST PIRACANJUBA,DIST SENADOR CANEDO,5.0,7.800827524265098e-08,66.47771849824109
676,DIST ANASTACIO,DIST CAMPO GRANDE,5.0,7.800827524265098e-08,123.07900525315908
677,DIST BREU BRANCO,DIST BELEM,5.0,7.800827524265098e-08,284.3204791115032
678,DIST CAUCAIA,DIST FORTALEZA,5.0,7.800827524265098e-08,13.33052389351455
679,DIST PAULO RAMOS,DIST SAO LUIS,5.0,7.800827524265098e-08,237.0876606342767
680,DIST RANCHARIA,DIST PRESIDENTE PRUDENTE,5.0,7.800827524265098e-08,52.77234650992119
